Event.ID,Species.ID,Species_ID_gbif,Class_gbif,Family_gbif,Movement.type,Movement.sub.type,Movement.Measure,Value,Units,Statistic,Variance,Variance_type,Grouping.level,Sampling.method,New.Sampling.Method,Aggregation.level,N,Speed.continuous..y.n.,Temporal.scale.interval,Inference.method,Movement.Mode,Movement.Medium,Body.mass,Body.mass.Units,Body.mass.measured..y.n.,Sex,Lifestage,Diet,Location,Lat,Long,Study.type,MetaRef,Reference,Reference.code,Reference.full,Reference.DOI,Body.Mass.Ref,Body.mass.source,Movement.Mode.Ref,Diet.Ref,Comments_from_Ref,Method_comments,Jana_comments,"Class_gbif == ""Aves""",is.na(Class_gbif),Source
2812,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,89000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,6,,NA,NA,Running,Terrestrial,51600.04,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Beier 1995,NA,"Beier, P. 1995. Dispersal of juvenile cougars in fragmented habitat. J. Wildlife Manage, 59: 228-",https://doi.org/10.2307/3808935,,Wilman et al 2014,Dyer et al. 2023,,,Radio tagged,NA,FALSE,FALSE,NA
2813,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,85000,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,51600.04,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Anderson. Bowden & Kattner 1992,NA,"Anderson, A. E., Bowden, D. C.,Kattner, D. C.1992. The puma on Uncompahgre Plateau,  Colorado. Colorado Division of Wildlife (Fort Collins, CO)",NA,,Wilman et al 2014,Dyer et al. 2023,,, Aerial telemetry,NA,FALSE,FALSE,NA
2814,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,58700,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,51600.04,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Maehr. Land & Roof 1999,NA,"Maehr, D. S., Land, E.,Roof, J. 1999. Social ecology of Florida panthers. NCASI Technical  Bulletin, Nat. Geogr. Res., 7: 321. ",NA,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2815,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,100000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,51600.04,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Maehr. Land & Roof 1999,NA,"Maehr, D. S., Land, E.,Roof, J. 1999. Social ecology of Florida panthers. NCASI Technical  Bulletin, Nat. Geogr. Res., 7: 321. ",,,Wilman et al 2014,Dyer et al. 2023,,,Couldn't find reference - Can we assume the same as above?,NA,FALSE,FALSE,NA
2816,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,274700,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,14,,NA,NA,Running,Terrestrial,51600.04,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Thompson & Jenks 2010,NA,"Thompson, D.,Jenks, J. 2010. Dispersal movements of subadult cougars from the Black Hills: the  notions of range expansion and recolonization. Ecosphere, 1 ",https://doi.org/10.1890/ES10-00028.1,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2817,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,48000,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,10,,NA,NA,Running,Terrestrial,51600.04,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Thompson & Jenks 2010,NA,"Thompson, D.,Jenks, J. 2010. Dispersal movements of subadult cougars from the Black Hills: the  notions of range expansion and recolonization. Ecosphere, 1 ",https://doi.org/10.1890/ES10-00028.1,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2818,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,1067000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,14,,NA,NA,Running,Terrestrial,51600.04,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Thompson & Jenks 2010,NA,"Thompson, D.,Jenks, J. 2010. Dispersal movements of subadult cougars from the Black Hills: the  notions of range expansion and recolonization. Ecosphere, 1 ",https://doi.org/10.1890/ES10-00028.1,,Wilman et al 2014,Dyer et al. 2023,,,"Radio-marked, collars",NA,FALSE,FALSE,NA
2819,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,98600,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,10,,NA,NA,Running,Terrestrial,51600.04,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Thompson & Jenks 2010,NA,"Thompson, D.,Jenks, J. 2010. Dispersal movements of subadult cougars from the Black Hills: the  notions of range expansion and recolonization. Ecosphere, 1 ",https://doi.org/10.1890/ES10-00028.1,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2820,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,68400,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,18,,NA,NA,Running,Terrestrial,51600.04,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Maehr et al. 2002,NA,"Maehr, D. S., Land, E. D., Shindle, D. B., Bass, O. L.,Hoctor, T. S. 2002. Florida panther dispersal  and conservation. Biol. Conserv., 106: 187-197. ",https://doi.org/10.1016/S0006-3207(01)00245-2,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2821,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,20300,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,9,,NA,NA,Running,Terrestrial,51600.04,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Maehr et al. 2002,NA,"Maehr, D. S., Land, E. D., Shindle, D. B., Bass, O. L.,Hoctor, T. S. 2002. Florida panther dispersal  and conservation. Biol. Conserv., 106: 187-197. ",https://doi.org/10.1016/S0006-3207(01)00245-2,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2822,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,224100,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,18,,NA,NA,Running,Terrestrial,51600.04,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Maehr et al. 2002,NA,"Maehr, D. S., Land, E. D., Shindle, D. B., Bass, O. L.,Hoctor, T. S. 2002. Florida panther dispersal  and conservation. Biol. Conserv., 106: 187-197. ",https://doi.org/10.1016/S0006-3207(01)00245-2,,Wilman et al 2014,Dyer et al. 2023,,,Radio-collared,NA,FALSE,FALSE,NA
2823,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,494000,m,Maximum,NA,,NA,Homing study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,51600.04,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Ruth et al. 1998,NA,"Ruth, T. K., Logan, K. A., Sweanor, L. L., Hornocker, M. G.,Temple, L. J. 1998. Evaluating cougar  translocation in New Mexico. J. Wildlife Manage, 62: 1264-1275. ",https://doi.org/10.2307/3801990,,Wilman et al 2014,Dyer et al. 2023,,,Radiomonitored,NA,FALSE,FALSE,NA
2824,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,175670,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,3,,NA,NA,Running,Terrestrial,51600.04,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Logan. Irwin & Skinner 1986,NA,"Logan, K. A., Irwin, L. L.,Skinner, R. 1986. Characteristics of a hunted mountain lion population in  Wyoming. J. Wildlife Manage: 648-654. ",https://doi.org/10.2307/3800975,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2825,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,11500,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,2,,NA,NA,Running,Terrestrial,51600.04,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Logan. Irwin & Skinner 1986,NA,"Logan, K. A., Irwin, L. L.,Skinner, R. 1986. Characteristics of a hunted mountain lion population in  Wyoming. J. Wildlife Manage: 648-654. ",https://doi.org/10.2307/3800975,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2826,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,70000,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,51600.04,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Logan. Irwin & Skinner 1986,NA,"Logan, K. A., Irwin, L. L.,Skinner, R. 1986. Characteristics of a hunted mountain lion population in  Wyoming. J. Wildlife Manage: 648-654. ",https://doi.org/10.2307/3800975,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2827,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,193000,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,3,,NA,NA,Running,Terrestrial,51600.04,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Logan. Irwin & Skinner 1986,NA,"Logan, K. A., Irwin, L. L.,Skinner, R. 1986. Characteristics of a hunted mountain lion population in  Wyoming. J. Wildlife Manage: 648-654. ",https://doi.org/10.2307/3800975,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2828,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,11500,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,2,,NA,NA,Running,Terrestrial,51600.04,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Logan. Irwin & Skinner 1986,NA,"Logan, K. A., Irwin, L. L.,Skinner, R. 1986. Characteristics of a hunted mountain lion population in  Wyoming. J. Wildlife Manage: 648-654. ",https://doi.org/10.2307/3800975,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2829,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,274000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,3,,NA,NA,Running,Terrestrial,51600.04,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Logan. Irwin & Skinner 1986,NA,"Logan, K. A., Irwin, L. L.,Skinner, R. 1986. Characteristics of a hunted mountain lion population in  Wyoming. J. Wildlife Manage: 648-654. ",https://doi.org/10.2307/3800975,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2830,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,14000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,2,,NA,NA,Running,Terrestrial,51600.04,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Logan. Irwin & Skinner 1986,NA,"Logan, K. A., Irwin, L. L.,Skinner, R. 1986. Characteristics of a hunted mountain lion population in  Wyoming. J. Wildlife Manage: 648-654. ",https://doi.org/10.2307/3800975,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2831,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,155000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,13,,NA,NA,Running,Terrestrial,51600.04,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Ross & Jalkotzy 1992,NA,"Ross, P. I.,Jalkotzy, M. G. 1992. Characteristics of a hunted population of cougars in southwestern  Alberta. J. Wildlife Manage, 56: 417-426. ",https://doi.org/10.2307/3808853,,Wilman et al 2014,Dyer et al. 2023,,,"Snow tracking, track counts and radiotelemetry",NA,FALSE,FALSE,NA
2832,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,,Distance,167000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,51600.04,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Elbroch et al. 2009,NA,"Elbroch, M., Wittmer, H. U., Saucedo, C.,Corti, P. 2009. Long-distance dispersal of a male puma  (Puma concolor puma) in Patagonia. Rev. Chil. Hist. Nat., 82: 459-461",https://doi.org/10.4067/S0716-078X2009000300011,,Wilman et al 2014,Dyer et al. 2023,,,GPS collars,NA,FALSE,FALSE,NA
2833,Leopardus pardalis,Leopardus pardalis,Mammalia,Felidae,Dispersal,,Distance,15000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,11900.08,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Laack 1991,NA,"Laack, L. L.1991. Ecology of the ocelot (Felis pardalis) in south Texas. MS thesis. Texas A & I  University,  ",,,Wilman et al 2014,Dyer et al. 2023,,,Tagged and monitored,NA,FALSE,FALSE,NA
2834,Lynx pardinus,Lynx pardinus,Mammalia,Felidae,Dispersal,,Distance,19590,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,7,,NA,NA,Running,Terrestrial,9400,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Ferreras et al. 2004,NA,"Ferreras, P., Delibes, M., Palomares, F., Fedriani, J. M., Calzada, J.,Revilla, E. 2004. Proximate and  ultimate causes of dispersal in the Iberian lynx Lynx pardinus. Behav. Ecol., 15: 31. ",https://doi.org/10.1093/beheco/arg097,,Wilman et al 2014,Tamburello et al. 2015,,,NA,NA,FALSE,FALSE,NA
2835,Lynx pardinus,Lynx pardinus,Mammalia,Felidae,Dispersal,,Distance,14500,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,6,,NA,NA,Running,Terrestrial,9400,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Ferreras et al. 2004,NA,"Ferreras, P., Delibes, M., Palomares, F., Fedriani, J. M., Calzada, J.,Revilla, E. 2004. Proximate and  ultimate causes of dispersal in the Iberian lynx Lynx pardinus. Behav. Ecol., 15: 31. ",https://doi.org/10.1093/beheco/arg097,,Wilman et al 2014,Tamburello et al. 2015,,,NA,NA,FALSE,FALSE,NA
2836,Lynx pardinus,Lynx pardinus,Mammalia,Felidae,Dispersal,,Distance,37000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,7,,NA,NA,Running,Terrestrial,9400,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Ferreras et al. 2004,NA,"Ferreras, P., Delibes, M., Palomares, F., Fedriani, J. M., Calzada, J.,Revilla, E. 2004. Proximate and  ultimate causes of dispersal in the Iberian lynx Lynx pardinus. Behav. Ecol., 15: 31. ",https://doi.org/10.1093/beheco/arg097,,Wilman et al 2014,Tamburello et al. 2015,,,Radio-tracking,NA,FALSE,FALSE,NA
2837,Lynx pardinus,Lynx pardinus,Mammalia,Felidae,Dispersal,,Distance,38000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,6,,NA,NA,Running,Terrestrial,9400,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Ferreras et al. 2004,NA,"Ferreras, P., Delibes, M., Palomares, F., Fedriani, J. M., Calzada, J.,Revilla, E. 2004. Proximate and  ultimate causes of dispersal in the Iberian lynx Lynx pardinus. Behav. Ecol., 15: 31. ",https://doi.org/10.1093/beheco/arg097,,Wilman et al 2014,Tamburello et al. 2015,,,NA,NA,FALSE,FALSE,NA
2838,Lynx lynx,Lynx lynx,Mammalia,Felidae,Dispersal,,Distance,63100,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,17950,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Zimmermann. Breitenmoser-WÃ¼rsten & Breitenmoser 2005,NA,"Zimmermann, F., Breitenmoser-Wursten, C.,Breitenmoser, U. 2005. Natal dispersal of Eurasian  lynx (Lynx lynx) in Switzerland. J. Zool., 267: 381-395. ",https://doi.org/10.1017/S0952836905007545,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2839,Lynx lynx,Lynx lynx,Mammalia,Felidae,Dispersal,,Distance,96000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,3,,NA,NA,Running,Terrestrial,17950,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Zimmermann. Breitenmoser-WÃ¼rsten & Breitenmoser 2005,NA,"Zimmermann, F., Breitenmoser-Wursten, C.,Breitenmoser, U. 2005. Natal dispersal of Eurasian  lynx (Lynx lynx) in Switzerland. J. Zool., 267: 381-395. ",https://doi.org/10.1017/S0952836905007545,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2840,Lynx lynx,Lynx lynx,Mammalia,Felidae,Dispersal,,Distance,82000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,4,,NA,NA,Running,Terrestrial,17950,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Zimmermann. Breitenmoser-WÃ¼rsten & Breitenmoser 2005,NA,"Zimmermann, F., Breitenmoser-Wursten, C.,Breitenmoser, U. 2005. Natal dispersal of Eurasian  lynx (Lynx lynx) in Switzerland. J. Zool., 267: 381-395. ",https://doi.org/10.1017/S0952836905007545,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2841,Lynx lynx,Lynx lynx,Mammalia,Felidae,Dispersal,,Distance,25900,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,17950,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Zimmermann. Breitenmoser-WÃ¼rsten & Breitenmoser 2005,NA,"Zimmermann, F., Breitenmoser-Wursten, C.,Breitenmoser, U. 2005. Natal dispersal of Eurasian  lynx (Lynx lynx) in Switzerland. J. Zool., 267: 381-395. ",https://doi.org/10.1017/S0952836905007545,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2842,Lynx lynx,Lynx lynx,Mammalia,Felidae,Dispersal,,Distance,57000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,7,,NA,NA,Running,Terrestrial,17950,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Zimmermann. Breitenmoser-WÃ¼rsten & Breitenmoser 2005,NA,"Zimmermann, F., Breitenmoser-Wursten, C.,Breitenmoser, U. 2005. Natal dispersal of Eurasian  lynx (Lynx lynx) in Switzerland. J. Zool., 267: 381-395. ",https://doi.org/10.1017/S0952836905007545,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2843,Lynx lynx,Lynx lynx,Mammalia,Felidae,Dispersal,,Distance,35000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,5,,NA,NA,Running,Terrestrial,17950,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Zimmermann. Breitenmoser-WÃ¼rsten & Breitenmoser 2005,NA,"Zimmermann, F., Breitenmoser-Wursten, C.,Breitenmoser, U. 2005. Natal dispersal of Eurasian  lynx (Lynx lynx) in Switzerland. J. Zool., 267: 381-395. ",https://doi.org/10.1017/S0952836905007545,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2844,Lynx canadensis,Lynx canadensis,Mammalia,Felidae,Dispersal,,Distance,140000,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,22,,NA,NA,Running,Terrestrial,9373.25,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Poole 1997,NA,"Poole, K. G. 1997. Dispersal patterns of lynx in the Northwest Territories. J. Wildlife Manage, 61:  497-505. ",https://doi.org/10.2307/3802607,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2845,Lynx canadensis,Lynx canadensis,Mammalia,Felidae,Dispersal,,Distance,190000,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,18,,NA,NA,Running,Terrestrial,9373.25,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Poole 1997,NA,"Poole, K. G. 1997. Dispersal patterns of lynx in the Northwest Territories. J. Wildlife Manage, 61:  497-505. ",https://doi.org/10.2307/3802607,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2846,Lynx canadensis,Lynx canadensis,Mammalia,Felidae,Dispersal,,Distance,88000,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,9373.25,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Poole 1997,NA,"Poole, K. G. 1997. Dispersal patterns of lynx in the Northwest Territories. J. Wildlife Manage, 61:  497-505. ",https://doi.org/10.2307/3802607,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2847,Lynx canadensis,Lynx canadensis,Mammalia,Felidae,Dispersal,,Distance,74000,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,22,,NA,NA,Running,Terrestrial,9373.25,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Poole 1997,NA,"Poole, K. G. 1997. Dispersal patterns of lynx in the Northwest Territories. J. Wildlife Manage, 61:  497-505. ",https://doi.org/10.2307/3802607,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2848,Lynx canadensis,Lynx canadensis,Mammalia,Felidae,Dispersal,,Distance,112000,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,18,,NA,NA,Running,Terrestrial,9373.25,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Poole 1997,NA,"Poole, K. G. 1997. Dispersal patterns of lynx in the Northwest Territories. J. Wildlife Manage, 61:  497-505. ",https://doi.org/10.2307/3802607,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2849,Lynx canadensis,Lynx canadensis,Mammalia,Felidae,Dispersal,,Distance,930000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,22,,NA,NA,Running,Terrestrial,9373.25,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Poole 1997,NA,"Poole, K. G. 1997. Dispersal patterns of lynx in the Northwest Territories. J. Wildlife Manage, 61:  497-505. ",https://doi.org/10.2307/3802607,,Wilman et al 2014,Tucker et al. 2022,,,Collared and tagged,NA,FALSE,FALSE,NA
2850,Lynx canadensis,Lynx canadensis,Mammalia,Felidae,Dispersal,,Distance,900000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,18,,NA,NA,Running,Terrestrial,9373.25,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Poole 1997,NA,"Poole, K. G. 1997. Dispersal patterns of lynx in the Northwest Territories. J. Wildlife Manage, 61:  497-505. ",https://doi.org/10.2307/3802607,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2851,Lynx canadensis,Lynx canadensis,Mammalia,Felidae,Dispersal,,Distance,700000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,3,,NA,NA,Running,Terrestrial,9373.25,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Ward & Krebs 1985,NA,"Ward, R. M. P.,Krebs, C. J. 1985. Behavioural responses of lynx to declining snowshoe hare  abundance. Can. J. Zool., 63: 2817-2824. ",https:/doi.org/10.1139/z85-421,,Wilman et al 2014,Tucker et al. 2022,,,Radiotagged,NA,FALSE,FALSE,NA
2852,Lynx canadensis,Lynx canadensis,Mammalia,Felidae,Dispersal,,Distance,1100000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,84,,NA,NA,Running,Terrestrial,9373.25,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Slough & Mowat 1996,NA,"Slough, B. G.,Mowat, G. 1996. Lynx population dynamics in an untrapped refugium. J. Wildlife  Manage, 60: 946-961. ",https://doi.org/10.2307/3802397,,Wilman et al 2014,Tucker et al. 2022,,,Tagged and radiocollars,NA,FALSE,FALSE,NA
2853,Lynx canadensis,Lynx canadensis,Mammalia,Felidae,Dispersal,,Distance,483000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Individual,1,,NA,NA,Running,Terrestrial,9373.25,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Mech 1977,NA,"Mech, L. D. 1977. Record movement of a Canadian lynx. J. Mammal., 58: 676-677.",https://doi.org/10.2307/1380023,,Wilman et al 2014,Tucker et al. 2022,,,"Live trapped, ear-tagged and radio collared",NA,FALSE,FALSE,NA
2854,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,22100,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,10,,NA,NA,Running,Terrestrial,8904.1,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Knick 1990,NA,"Knick, S. T. 1990. Ecology of bobcats relative to exploitation and a prey decline in southeastern  Idaho. Wildl. Monogr., 108: 3-42",https://www.jstor.org/stable/3830671,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2855,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,56000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,10,,NA,NA,Running,Terrestrial,8904.1,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Knick 1990,NA,"Knick, S. T. 1990. Ecology of bobcats relative to exploitation and a prey decline in southeastern  Idaho. Wildl. Monogr., 108: 3-42",https://www.jstor.org/stable/3830671,,Wilman et al 2014,Tucker et al. 2022,,,Radio-marked,NA,FALSE,FALSE,NA
2856,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,330710,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,7,,NA,NA,Running,Terrestrial,8904.1,g,n,Male,,,,,,Metastudy,Santini et al. 2013,O'Donoghue et al. 1997,NA,"O'Donoghue, M., Boutin, S., Krebs, C. J.,Hofer, E. J. 1997. Numerical responses of coyotes and  lynx to the snowshoe hare cycle. Oikos, 80: 150-162. ",https://doi.org/10.2307/3546526,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2857,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,158000,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,3,,NA,NA,Running,Terrestrial,8904.1,g,n,Female,,,,,,Metastudy,Santini et al. 2013,O'Donoghue et al. 1997,NA,"O'Donoghue, M., Boutin, S., Krebs, C. J.,Hofer, E. J. 1997. Numerical responses of coyotes and  lynx to the snowshoe hare cycle. Oikos, 80: 150-162. ",https://doi.org/10.2307/3546526,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2858,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,272000,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,8904.1,g,n,Both,,,,,,Metastudy,Santini et al. 2013,O'Donoghue et al. 1997,NA,"O'Donoghue, M., Boutin, S., Krebs, C. J.,Hofer, E. J. 1997. Numerical responses of coyotes and  lynx to the snowshoe hare cycle. Oikos, 80: 150-162. ",https://doi.org/10.2307/3546526,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2859,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,300000,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,7,,NA,NA,Running,Terrestrial,8904.1,g,n,Male,,,,,,Metastudy,Santini et al. 2013,O'Donoghue et al. 1997,NA,"O'Donoghue, M., Boutin, S., Krebs, C. J.,Hofer, E. J. 1997. Numerical responses of coyotes and  lynx to the snowshoe hare cycle. Oikos, 80: 150-162. ",https://doi.org/10.2307/3546526,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
